名称,市場,33業種区分,17業種区分,売上高(百万円),営業利益(百万円),経常利益(百万円),当期利益(百万円),総資産(百万円),自己資本(百万円),資本金(百万円),有利子負債(百万円),時価総額（百万円）,自己資本比率,ROE,ROA,発行済株式数
ニコン,東証1部,精密機器,電機・精密 ,749273.0,774.0,3068.0,3967.0,1018351.0,537524.0,65476.0,138078.0,757661.0,52.8,0.74,0.4,400878921.0
DIC,東証1部,化学,素材・化学 ,751438.0,54182.0,55797.0,34767.0,764828.0,278535.0,96557.0,236309.0,380628.0,36.4,12.85,4.5,95156904.0
アルプス電気,東証1部,電気機器,電機・精密 ,753262.0,44373.0,42725.0,34920.0,602961.0,254501.0,38730.0,63271.0,601562.0,42.2,14.46,5.99,198208086.0
岡谷鋼機,名証1部,卸売業,商社・卸売 ,753311.0,14466.0,18058.0,11611.0,446726.0,175655.0,9128.0,106931.0,91660.0,39.3,7.15,2.69,9720000.0
日立建機,東証1部,機械,機械 ,753947.0,23622.0,23859.0,8022.0,999601.0,399619.0,81577.0,248701.0,695897.0,40.0,2.02,0.83,215115038.0
豊田合成,東証1部,輸送用機器,自動車・輸送機 ,755601.0,40675.0,39007.0,16233.0,620699.0,314879.0,28027.0,89022.0,350767.0,50.7,5.25,2.69,130010011.0
住友ゴム工業,東証1部,ゴム製品,自動車・輸送機 ,756696.0,73284.0,70093.0,41364.0,897634.0,429316.0,42658.0,198612.0,522140.0,47.8,9.7,4.51,263043057.0
日東電工,東証1部,化学,素材・化学 ,767710.0,92589.0,91791.0,63453.0,879899.0,653773.0,26783.0,4097.0,1696751.0,74.3,10.01,7.44,173758428.0
神鋼商事,東証1部,卸売業,商社・卸売 ,769481.0,4819.0,5248.0,2970.0,257510.0,45265.0,5650.0,54972.0,34600.0,17.6,6.8,1.18,8860562.0
長谷工コーポレーション,東証1部,建設業,建設・資材 ,772328.0,89032.0,88827.0,58762.0,630937.0,237848.0,57500.0,133264.0,424421.0,37.7,27.8,9.63,300794397.0
ビックカメラ,東証1部,小売業,小売 ,779081.0,22006.0,23067.0,11985.0,336769.0,107898.0,23237.0,87195.0,237405.0,32.0,11.5,3.6,182478765.0
東洋製罐グループホールディングス,東証1部,金属製品,建設・資材 ,779469.0,36184.0,36107.0,12190.0,1148144.0,658190.0,11094.0,161500.0,415733.0,57.3,1.88,1.06,217775067.0
楽天,東証1部,サービス業,情報通信・サービスその他 ,781916.0,77977.0,73923.0,37995.0,4604672.0,680247.0,204562.0,711104.0,1792289.0,14.8,5.66,0.86,1433830800.0
住友金属鉱山,東証1部,非鉄金属,鉄鋼・非鉄 ,786146.0,76390.0,-1565.0,-18540.0,1685018.0,961690.0,93242.0,495504.0,1137664.0,57.1,-1.91,-1.12,581628031.0
伊藤ハム米久ホールディングス,東証1部,食料品,食品 ,792564.0,21455.0,24884.0,18038.0,373632.0,212520.0,30000.0,51100.0,309249.0,56.9,8.49,4.83,297355059.0
太平洋セメント,東証1部,ガラス・土石製品,建設・資材 ,798588.0,63235.0,59802.0,47597.0,1015415.0,361819.0,86174.0,340929.0,558146.0,35.6,14.0,4.69,1271402783.0
東急不動産ホールディングス,東証1部,不動産業,不動産 ,808503.0,73227.0,63631.0,31518.0,2067152.0,442320.0,60000.0,1137892.0,421026.0,21.4,7.32,1.56,640830974.0
ドンキホーテホールディングス,東証1部,小売業,小売 ,828798.0,46185.0,45523.0,33082.0,642868.0,259053.0,22425.0,184550.0,678587.0,40.3,13.49,5.5,158178760.0
富士電機,東証1部,電気機器,電機・精密 ,837765.0,44709.0,46296.0,40978.0,886663.0,291216.0,47586.0,151216.0,468793.0,32.8,15.71,4.73,746484957.0
電通,東証1部,サービス業,情報通信・サービスその他 ,838359.0,137681.0,132918.0,83501.0,3155230.0,932743.0,74609.0,403598.0,1359853.0,29.6,8.35,2.68,288410000.0
三菱UFJリース,東証1部,その他金融業,金融（除く銀行） ,838886.0,79112.0,84731.0,53157.0,5388844.0,657085.0,33196.0,4004587.0,517792.0,12.2,8.35,1.01,895834160.0
小糸製作所,東証1部,電気機器,電機・精密 ,841456.0,92523.0,95336.0,56692.0,658341.0,335990.0,14270.0,35057.0,1170547.0,51.0,18.22,9.09,160789436.0
古河電気工業,東証1部,非鉄金属,鉄鋼・非鉄 ,843344.0,38623.0,36024.0,17570.0,750126.0,206713.0,69395.0,252544.0,444495.0,27.6,9.25,2.41,70666917.0
ユニー・ファミリーマートホールディングス,東証1部,小売業,小売 ,843815.0,32764.0,33483.0,18350.0,1662892.0,514823.0,16659.0,393829.0,726062.0,31.0,4.6,1.53,126712313.0
資生堂,東証1部,化学,素材・化学 ,850306.0,36780.0,37174.0,32101.0,946007.0,392965.0,64506.0,117008.0,1836000.0,41.5,8.18,3.66,400000000.0
ヤフー,東証1部,情報・通信業,情報通信・サービスその他 ,853730.0,192049.0,193475.0,136589.0,1534212.0,930821.0,8428.0,104546.0,2882479.0,60.7,15.39,9.5,5696598500.0
マルハニチロ,東証1部,水産・農林業,食品 ,873295.0,26308.0,27874.0,15446.0,501303.0,100664.0,20000.0,272208.0,174558.0,20.1,16.62,3.13,52656910.0
国際石油開発帝石,東証1部,鉱業,エネルギー資源 ,874423.0,336452.0,333891.0,46168.0,4312174.0,2943170.0,290809.0,687684.0,1625373.0,68.3,1.57,1.06,1462323600.0
ジャパンディスプレイ,東証1部,電気機器,電機・精密 ,884440.0,18502.0,-8871.0,-31664.0,915631.0,324861.0,96863.0,100700.0,119080.0,35.5,-9.2,-3.66,601411900.0
エイチ・ツー・オー リテイリング,東証1部,小売業,小売 ,901221.0,22542.0,21725.0,14298.0,640543.0,263222.0,17796.0,156778.0,246271.0,41.1,5.56,2.31,125201396.0
日立金属,東証1部,鉄鋼,鉄鋼・非鉄 ,910486.0,68267.0,66016.0,50593.0,1040390.0,536563.0,26284.0,194457.0,663944.0,51.6,9.8,4.88,428904352.0
PALTAC,東証1部,卸売業,商社・卸売 ,922095.0,19129.0,21573.0,14605.0,361363.0,166921.0,15869.0,26576.0,274551.0,46.2,9.07,4.1,63553485.0
高島屋,東証1部,小売業,小売 ,923601.0,34000.0,37215.0,20870.0,986464.0,412225.0,66025.0,155262.0,370806.0,41.8,5.15,2.13,355518963.0
住友不動産,東証1部,不動産業,不動産 ,925151.0,188171.0,167697.0,103488.0,4980039.0,1007347.0,122805.0,3370474.0,1637260.0,20.2,10.92,2.14,476085978.0
セコム,東証1部,サービス業,情報通信・サービスその他 ,928098.0,131050.0,147033.0,84170.0,1650176.0,892000.0,66377.0,67555.0,1942376.0,54.1,9.76,5.23,233290441.0
日本精工,東証1部,機械,機械 ,949170.0,65341.0,63617.0,45560.0,1043955.0,461350.0,67176.0,267399.0,805954.0,44.2,9.95,4.39,551268104.0
加藤産業,東証1部,卸売業,商社・卸売 ,953153.0,7939.0,9043.0,5204.0,304788.0,101984.0,5934.0,1458.0,126287.0,33.5,5.11,1.71,38153115.0
第一三共,東証1部,医薬品,医薬品 ,955124.0,88929.0,87788.0,53466.0,1914979.0,1175897.0,50000.0,280543.0,1850520.0,61.4,4.44,2.8,709011343.0
コニカミノルタ,東証1部,電気機器,電機・精密 ,962555.0,50135.0,49341.0,31542.0,1005435.0,523333.0,37519.0,185512.0,467478.0,52.1,6.09,3.18,502664337.0
東京センチュリー,東証1部,その他金融業,金融（除く銀行） ,976107.0,71999.0,73511.0,43648.0,3579882.0,354701.0,34231.0,2667905.0,516063.0,9.9,12.94,1.27,106624620.0
日本製紙,東証1部,パルプ・紙,素材・化学 ,992428.0,23764.0,26994.0,8399.0,1388885.0,429921.0,104873.0,676744.0,241578.0,31.0,1.97,0.6,116254892.0
セイコーエプソン,東証1部,電気機器,電機・精密 ,1024856.0,67892.0,67470.0,48320.0,974387.0,492196.0,53204.0,146571.0,1128169.0,50.5,10.07,5.04,399634778.0
伊藤忠エネクス,東証1部,卸売業,商社・卸売 ,1028939.0,19678.0,19344.0,10405.0,344603.0,108511.0,19878.0,41020.0,135231.0,31.5,9.96,3.21,116881106.0
川崎汽船,東証1部,海運業,運輸・物流 ,1030191.0,-46037.0,-52388.0,-139478.0,1045209.0,219485.0,75457.0,513832.0,275239.0,21.0,-48.53,-12.91,939382298.0
山崎製パン,東証1部,食料品,食品 ,1041943.0,35169.0,36905.0,18175.0,703886.0,278777.0,11014.0,86405.0,452461.0,39.6,6.6,2.59,220282860.0
積水化学工業,東証1部,化学,素材・化学 ,1065776.0,96476.0,91513.0,60850.0,943640.0,549344.0,100002.0,33333.0,1100616.0,58.2,11.35,6.47,500507285.0
味の素,東証1部,食料品,食品 ,1091195.0,83617.0,86684.0,53065.0,1350105.0,616315.0,79863.0,334046.0,1240658.0,45.6,8.56,4.06,571863354.0
J．フロント リテイリング,東証1部,小売業,小売 ,1108512.0,44580.0,44425.0,26950.0,1050109.0,406336.0,30000.0,187799.0,405037.0,38.7,6.82,2.6,270565764.0
住友林業,東証1部,建設業,建設・資材 ,1113364.0,53989.0,57841.0,34532.0,793617.0,274910.0,27672.0,158926.0,297694.0,34.6,13.32,4.6,177410239.0
東京急行電鉄,東証1部,陸運業,運輸・物流 ,1117351.0,77974.0,76449.0,67289.0,2148605.0,628308.0,121724.0,964397.0,1002916.0,29.2,11.17,3.17,624869876.0
三菱地所,東証1部,不動産業,不動産 ,1125405.0,192495.0,169851.0,102681.0,5484115.0,1592777.0,141659.0,2391337.0,2642725.0,29.0,6.62,1.9,1390908105.0
村田製作所,東証1部,電気機器,電機・精密 ,1135524.0,201215.0,200418.0,156060.0,1634999.0,1354819.0,69377.0,46663.0,3875795.0,82.9,12.08,9.9,225271427.0
TDK,東証1部,電気機器,電機・精密 ,1178257.0,208660.0,211717.0,145099.0,1664333.0,793614.0,32641.0,334132.0,974522.0,47.7,19.76,9.32,129590659.0
大阪ガス,東証1部,電気・ガス業,電力・ガス ,1183846.0,97250.0,96276.0,61271.0,1886577.0,961905.0,132166.0,534713.0,892737.0,51.0,6.56,3.3,2083400000.0
大塚ホールディングス,東証1部,医薬品,医薬品 ,1195547.0,101145.0,116680.0,92563.0,2478290.0,1710531.0,81690.0,273236.0,2442204.0,69.0,5.5,3.7,557835617.0
日本電産,東証1部,電気機器,電機・精密 ,1199311.0,140331.0,142278.0,111721.0,1676901.0,847285.0,87784.0,412431.0,4096474.0,50.5,13.87,7.3,298142234.0
中国電力,東証1部,電気・ガス業,電力・ガス ,1200379.0,34520.0,19489.0,11341.0,3100754.0,577371.0,185527.0,2029081.0,460480.0,18.6,1.92,0.37,371055259.0
日本ハム,東証1部,食料品,食品 ,1202293.0,53802.0,49112.0,35004.0,720276.0,404126.0,31806.0,138284.0,671542.0,56.1,9.21,4.99,213526759.0
近鉄グループホールディングス,東証1部,陸運業,運輸・物流 ,1204867.0,64828.0,56689.0,26247.0,1912931.0,338532.0,126476.0,1099223.0,812220.0,17.7,7.87,1.37,1906620616.0
三井化学,東証1部,化学,素材・化学 ,1212282.0,102149.0,97196.0,64839.0,1325525.0,449692.0,125053.0,437228.0,710480.0,33.9,15.59,5.02,1022273076.0
東邦ホールディングス,東証1部,卸売業,商社・卸売 ,1231046.0,14244.0,19844.0,14225.0,598871.0,188126.0,10649.0,21219.0,163506.0,31.4,7.84,2.29,78270142.0
飯田グループホールディングス,東証1部,不動産業,不動産 ,1232476.0,113647.0,110878.0,76741.0,1168389.0,654511.0,10000.0,343177.0,572375.0,56.0,12.33,7.03,294431639.0
信越化学工業,東証1部,化学,素材・化学 ,1237405.0,238617.0,242133.0,175912.0,2655636.0,2132834.0,119419.0,14366.0,4390204.0,80.3,8.46,6.81,432106693.0
明治ホールディングス,東証1部,食料品,食品 ,1242480.0,88395.0,88839.0,60786.0,883895.0,448901.0,30000.0,129497.0,1334453.0,50.8,14.17,6.99,152683400.0
三越伊勢丹ホールディングス,東証1部,小売業,小売 ,1253457.0,23935.0,27418.0,14976.0,1309777.0,568859.0,50328.0,186751.0,454578.0,43.4,2.65,1.15,395285154.0
博報堂DYホールディングス,東証1部,サービス業,情報通信・サービスその他 ,1255474.0,47261.0,45491.0,25880.0,722051.0,304707.0,10000.0,11828.0,569136.0,42.2,8.96,3.7,388753986.0
旭硝子,東証1部,ガラス・土石製品,建設・資材 ,1282570.0,68837.0,67563.0,47438.0,1981451.0,1095438.0,90873.0,433967.0,979515.0,55.3,4.33,2.39,235177781.0
日本航空,東証1部,空運業,運輸・物流 ,1288967.0,170332.0,165013.0,164174.0,1728777.0,972065.0,181352.0,104211.0,1339522.0,56.2,18.09,9.93,353715800.0
三菱マテリアル,東証1部,非鉄金属,鉄鋼・非鉄 ,1304068.0,59761.0,63925.0,28352.0,1896939.0,621282.0,119457.0,528230.0,522013.0,32.8,4.82,1.54,131489535.0
ジェイテクト,東証1部,機械,機械 ,1318310.0,77442.0,78096.0,47522.0,1117851.0,487738.0,45591.0,186820.0,525571.0,43.6,10.08,4.33,343286307.0
トヨタ紡織,東証1部,輸送用機器,自動車・輸送機 ,1357913.0,71936.0,77224.0,45359.0,691921.0,230421.0,8400.0,93959.0,432194.0,33.3,21.18,6.4,187665738.0
大日本印刷,東証1部,その他製品,情報通信・サービスその他 ,1410172.0,31410.0,36740.0,25226.0,1741904.0,1033864.0,114464.0,168893.0,859237.0,59.4,2.46,1.46,648480693.0
サントリー食品インターナショナル,東証1部,食料品,食品 ,1410765.0,93481.0,91224.0,46056.0,1366000.0,552229.0,168384.0,311522.0,1606800.0,40.4,8.11,3.23,309000000.0
京セラ,東証1部,電気機器,電機・精密 ,1422754.0,104542.0,137849.0,103843.0,3110470.0,2334219.0,115703.0,24835.0,2636911.0,75.0,4.5,3.35,377618580.0
凸版印刷,東証1部,その他製品,情報通信・サービスその他 ,1431595.0,51601.0,49698.0,32535.0,1997909.0,1019825.0,104986.0,251838.0,779146.0,51.0,3.33,1.68,699412481.0
王子ホールディングス,東証1部,パルプ・紙,素材・化学 ,1439855.0,70508.0,51190.0,36562.0,1918128.0,637237.0,103880.0,677315.0,603557.0,33.2,5.94,1.9,1014381817.0
西日本旅客鉄道,東証1部,陸運業,運輸・物流 ,1441411.0,176392.0,160783.0,91288.0,3007852.0,940437.0,100000.0,1053825.0,1526051.0,31.3,10.04,3.12,193735000.0
花王,東証1部,化学,素材・化学 ,1457610.0,185571.0,183430.0,126551.0,1338309.0,679842.0,85424.0,120646.0,3387780.0,50.8,18.67,9.66,495000000.0
ヤマトホールディングス,東証1部,陸運業,運輸・物流 ,1466852.0,34885.0,34884.0,18053.0,1114672.0,539180.0,127234.0,170874.0,952663.0,48.4,3.35,1.64,411339992.0
IHI,東証1部,機械,機械 ,1486332.0,47389.0,22011.0,5247.0,1692831.0,318163.0,107165.0,351606.0,595518.0,18.8,1.65,0.31,1546799542.0
大成建設,東証1部,建設業,建設・資材 ,1487252.0,140822.0,144591.0,90566.0,1760078.0,568779.0,122742.0,238145.0,1343994.0,32.3,16.67,5.29,1146752860.0
大東建託,東証1部,建設業,建設・資材 ,1497104.0,120162.0,124509.0,82168.0,781431.0,272765.0,29060.0,54442.0,1506259.0,34.9,31.67,10.88,76869579.0
ヤマハ発動機,東証1部,輸送用機器,自動車・輸送機 ,1502834.0,108594.0,102073.0,63153.0,1318776.0,534166.0,85797.0,364381.0,1145969.0,40.5,12.32,4.81,349914284.0
商船三井,東証1部,海運業,運輸・物流 ,1504373.0,2558.0,25426.0,5257.0,2217528.0,571984.0,65400.0,1101913.0,423406.0,25.8,0.94,0.24,1206286115.0
阪和興業,東証1部,卸売業,商社・卸売 ,1514037.0,23426.0,22907.0,16363.0,694232.0,170423.0,45651.0,258591.0,162346.0,24.5,10.06,2.53,211663200.0
川崎重工業,東証1部,輸送用機器,自動車・輸送機 ,1518830.0,45960.0,36671.0,26204.0,1687363.0,437247.0,104484.0,398948.0,613186.0,25.9,6.03,1.58,1670805320.0
双日,東証1部,卸売業,商社・卸売 ,1555349.0,51618.0,57955.0,40760.0,2138466.0,550513.0,160339.0,925367.0,384210.0,25.7,7.61,1.94,1251499501.0
ヤマダ電機,東証1部,小売業,小売 ,1563056.0,57895.0,66040.0,34528.0,1159456.0,561324.0,71058.0,321013.0,577961.0,48.4,6.3,2.99,966489740.0
清水建設,東証1部,建設業,建設・資材 ,1567427.0,128835.0,131197.0,98946.0,1688197.0,571774.0,74365.0,340008.0,945429.0,33.9,18.8,5.8,788514613.0
東京ガス,東証1部,電気・ガス業,電力・ガス ,1587085.0,58365.0,55688.0,53134.0,2230269.0,1101498.0,141844.0,708344.0,1315815.0,49.4,4.83,2.37,2290366295.0
クボタ,東証1部,機械,機械 ,1596091.0,188777.0,196971.0,132485.0,2670582.0,1198761.0,84070.0,817989.0,2499685.0,44.9,11.33,5.09,1241154216.0
豊田自動織機,東証1部,輸送用機器,自動車・輸送機 ,1675148.0,127345.0,181986.0,131398.0,4558212.0,2240293.0,80462.0,977553.0,2046279.0,49.1,6.14,3.0,325840640.0
日野自動車,東証1部,輸送用機器,自動車・輸送機 ,1683720.0,71178.0,72042.0,49408.0,1192385.0,465290.0,72717.0,173735.0,781430.0,39.0,11.04,4.27,574580850.0
神戸製鋼所,東証1部,鉄鋼,鉄鋼・非鉄 ,1695864.0,9749.0,-19103.0,-23045.0,2310435.0,673928.0,250930.0,796926.0,489341.0,29.2,-3.37,-1.01,364364210.0
三井不動産,東証1部,不動産業,不動産 ,1704416.0,232698.0,219607.0,131815.0,5570750.0,1984637.0,339766.0,2287485.0,2316960.0,35.6,6.75,2.41,991424727.0
アサヒグループホールディングス,東証1部,食料品,食品 ,1706901.0,136889.0,150068.0,89221.0,2086381.0,836355.0,182531.0,570360.0,2216758.0,40.1,10.41,4.47,483585862.0
昭和シェル石油,東証1部,石油・石炭製品,エネルギー資源 ,1726075.0,46410.0,47840.0,16919.0,976134.0,221292.0,34197.0,137693.0,460134.0,22.7,7.62,1.75,376850400.0
武田薬品工業,東証1部,医薬品,医薬品 ,1732051.0,155867.0,143346.0,114940.0,4355782.0,1894261.0,65203.0,1144890.0,4895946.0,43.5,5.98,2.81,790816695.0
NTTデータ,東証1部,情報・通信業,情報通信・サービスその他 ,1732473.0,117109.0,112993.0,65686.0,2234809.0,798701.0,142520.0,645310.0,1683000.0,35.7,8.53,3.21,1402500000.0
東海旅客鉄道,東証1部,陸運業,運輸・物流 ,1756980.0,619564.0,563973.0,392913.0,7052675.0,2692452.0,112000.0,3421020.0,4003610.0,38.2,15.69,6.38,206000000.0
ANAホールディングス,東証1部,空運業,運輸・物流 ,1765259.0,145539.0,140375.0,98827.0,2314410.0,919157.0,318789.0,708017.0,1475844.0,39.7,11.57,4.35,3516425257.0
LIXILグループ,東証1部,金属製品,建設・資材 ,1786447.0,67535.0,66007.0,42503.0,2042165.0,547244.0,68121.0,759908.0,956381.0,26.8,7.93,2.04,313054255.0
ファーストリテイリング,東証1部,小売業,小売 ,1786473.0,127292.0,90237.0,48052.0,1238119.0,574502.0,10273.0,267394.0,3479216.0,46.4,7.25,4.0,106073656.0
コマツ,東証1部,機械,機械 ,1802989.0,174097.0,166469.0,113381.0,2656482.0,1576674.0,67870.0,408702.0,3079194.0,59.4,7.33,4.3,971967660.0
鹿島,東証1部,建設業,建設・資材 ,1821805.0,155392.0,163438.0,104857.0,1992822.0,548534.0,81447.0,372926.0,1097490.0,27.5,20.56,5.41,1057312022.0
九州電力,東証1部,電気・ガス業,電力・ガス ,1827524.0,122640.0,94234.0,79270.0,4587541.0,550966.0,237304.0,3312649.0,585143.0,12.0,15.38,1.7,474183951.0
リクルートホールディングス,東証1部,サービス業,情報通信・サービスその他 ,1839987.0,127207.0,131718.0,85422.0,1449614.0,770788.0,10000.0,212323.0,4172062.0,53.2,11.09,6.57,1695960030.0
日鉄住金物産,東証1部,卸売業,商社・卸売 ,1841353.0,30832.0,30915.0,18238.0,673078.0,189907.0,12335.0,196099.0,191938.0,28.2,10.04,2.73,30957800.0
日本通運,東証1部,陸運業,運輸・物流 ,1864301.0,57431.0,63806.0,36454.0,1521800.0,536379.0,70175.0,395330.0,739518.0,35.2,6.89,2.42,998000000.0
大林組,東証1部,建設業,建設・資材 ,1872721.0,133742.0,140106.0,94501.0,2015996.0,594160.0,57752.0,273358.0,937963.0,29.5,17.02,4.76,721509646.0
旭化成,東証1部,化学,素材・化学 ,1882991.0,159229.0,160633.0,115000.0,2254500.0,1151344.0,103389.0,402059.0,1962260.0,51.1,10.49,5.15,1402616332.0
三菱自動車,東証1部,輸送用機器,自動車・輸送機 ,1906632.0,5118.0,8944.0,-198524.0,1484413.0,690455.0,284382.0,15608.0,1289094.0,46.5,-29.16,-13.61,1490282496.0
日本郵船,東証1部,海運業,運輸・物流 ,1923881.0,-18078.0,1039.0,-265744.0,2044183.0,522472.0,144319.0,934440.0,394528.0,25.6,-41.01,-12.39,1700550988.0
東北電力,東証1部,電気・ガス業,電力・ガス ,1949584.0,130422.0,104704.0,69931.0,4145928.0,694681.0,251441.0,2419641.0,751307.0,16.8,10.56,1.69,502882585.0
いすゞ自動車,東証1部,輸送用機器,自動車・輸送機 ,1953186.0,146444.0,152022.0,93858.0,1880826.0,818438.0,40644.0,238623.0,1264574.0,43.5,11.96,5.09,848422669.0
住友化学,東証1部,化学,素材・化学 ,1954283.0,134336.0,166632.0,85482.0,2862052.0,820318.0,89699.0,875252.0,1170400.0,28.7,10.77,3.09,1655446177.0
東レ,東証1部,繊維製品,素材・化学 ,2026470.0,146893.0,143736.0,99418.0,2396785.0,1021272.0,147873.0,712005.0,1770973.0,42.6,10.11,4.25,1631481403.0
積水ハウス,東証1部,建設業,建設・資材 ,2026931.0,184164.0,190989.0,121853.0,2184895.0,1103359.0,202591.0,486591.0,1288470.0,50.5,11.28,5.78,690683466.0
リコー,東証1部,電気機器,電機・精密 ,2028899.0,33880.0,29955.0,3489.0,2759287.0,1042106.0,135364.0,859743.0,819403.0,37.8,0.33,0.13,744912078.0
ダイキン工業,東証1部,機械,機械 ,2043968.0,230769.0,231013.0,153938.0,2356148.0,1111637.0,85032.0,598168.0,3316585.0,47.2,14.48,6.77,293113973.0
